109, 115, 334, 382, 145, 193, 242, 209, 162, 269, 140, 307, 216, 322
110, 115, 335, 382, 147, 193, 244, 209, 165, 269, 142, 307, 219, 322
115, 114, 340, 382, 153, 192, 251, 208, 172, 268, 147, 307, 224, 322
117, 112, 342, 382, 155, 190, 254, 211, 174, 266, 146, 305, 225, 323
117, 112, 342, 382, 155, 190, 254, 211, 174, 266, 146, 305, 225, 323
117, 112, 342, 383, 155, 190, 254, 211, 174, 266, 146, 305, 225, 322
118, 110, 347, 381, 157, 188, 258, 209, 176, 265, 148, 304, 228, 323
121, 108, 352, 381, 161, 187, 263, 209, 179, 263, 150, 304, 230, 323
130, 101, 360, 381, 173, 188, 277, 209, 194, 265, 163, 304, 242, 323
136, 100, 367, 381, 182, 188, 286, 212, 205, 268, 169, 304, 250, 325
136, 100, 367, 381, 182, 188, 286, 212, 205, 268, 169, 304, 250, 325
136, 98, 367, 381, 182, 188, 286, 212, 205, 268, 169, 304, 250, 325
140, 97, 375, 381, 189, 190, 296, 215, 216, 267, 177, 306, 258, 327
144, 100, 385, 384, 201, 190, 311, 217, 233, 272, 187, 307, 271, 330
151, 111, 401, 387, 221, 192, 333, 218, 258, 278, 205, 311, 290, 334
153, 108, 405, 388, 227, 192, 342, 220, 271, 279, 211, 312, 299, 335
153, 109, 405, 388, 227, 192, 342, 220, 271, 279, 211, 312, 298, 335
153, 109, 405, 388, 227, 193, 342, 220, 271, 279, 211, 312, 298, 335
161, 111, 416, 389, 244, 195, 360, 219, 294, 281, 231, 315, 318, 334
161, 111, 417, 389, 244, 195, 360, 219, 294, 281, 231, 315, 318, 334
168, 110, 423, 391, 256, 197, 369, 219, 308, 284, 242, 315, 330, 333
171, 109, 426, 393, 258, 197, 371, 219, 310, 283, 245, 313, 335, 331
171, 109, 426, 392, 258, 198, 371, 219, 310, 283, 245, 313, 335, 331
174, 105, 426, 393, 260, 197, 372, 218, 311, 283, 246, 311, 337, 329
174, 105, 427, 393, 260, 197, 372, 218, 311, 283, 246, 311, 337, 329
174, 105, 428, 392, 260, 195, 372, 216, 310, 282, 246, 309, 337, 327
176, 96, 424, 388, 252, 187, 364, 210, 296, 272, 235, 300, 330, 320
172, 97, 422, 384, 245, 183, 357, 209, 284, 269, 227, 295, 321, 318
172, 96, 422, 384, 245, 183, 357, 209, 284, 269, 227, 295, 322, 318
171, 89, 418, 380, 237, 180, 346, 208, 268, 265, 217, 288, 312, 314
171, 91, 418, 380, 237, 179, 346, 208, 268, 265, 217, 288, 312, 314
170, 89, 414, 377, 231, 175, 337, 205, 257, 257, 210, 283, 303, 310
166, 80, 408, 373, 217, 168, 324, 200, 237, 248, 196, 279, 289, 307
162, 79, 405, 372, 211, 166, 317, 198, 229, 246, 190, 277, 283, 305
162, 80, 405, 372, 211, 166, 317, 198, 229, 247, 190, 277, 283, 305
162, 78, 405, 372, 211, 165, 318, 198, 229, 246, 190, 276, 283, 305
159, 83, 400, 370, 205, 164, 312, 194, 223, 244, 185, 276, 279, 303
157, 75, 394, 370, 201, 161, 305, 188, 217, 244, 186, 275, 276, 299
155, 73, 392, 369, 198, 160, 300, 187, 213, 242, 183, 273, 272, 298
152, 79, 390, 369, 195, 159, 299, 186, 210, 240, 178, 272, 270, 297
152, 79, 390, 368, 195, 159, 299, 186, 210, 240, 179, 273, 269, 297
150, 80, 389, 368, 193, 157, 297, 185, 207, 238, 176, 271, 267, 296
149, 75, 388, 369, 192, 156, 296, 184, 206, 236, 175, 269, 268, 294
150, 79, 389, 368, 192, 157, 296, 183, 206, 238, 176, 269, 269, 294
150, 79, 389, 367, 191, 156, 296, 182, 206, 238, 176, 269, 270, 293
151, 80, 390, 367, 192, 156, 296, 182, 207, 237, 177, 269, 270, 293
151, 81, 390, 367, 192, 156, 296, 182, 206, 238, 177, 269, 270, 293
151, 81, 390, 367, 193, 156, 297, 182, 207, 238, 177, 269, 270, 293
152, 78, 391, 366, 193, 156, 297, 180, 207, 238, 178, 270, 271, 292
152, 78, 391, 366, 193, 156, 297, 181, 207, 238, 178, 270, 271, 292
154, 69, 390, 365, 195, 158, 297, 182, 209, 236, 181, 272, 268, 294
153, 69, 392, 365, 195, 155, 297, 179, 207, 234, 180, 273, 265, 295
153, 67, 392, 365, 195, 155, 297, 179, 207, 234, 180, 273, 265, 295
153, 64, 392, 367, 195, 152, 297, 175, 207, 231, 180, 274, 263, 295
154, 64, 392, 367, 195, 152, 297, 175, 207, 231, 180, 274, 263, 295
154, 59, 393, 364, 196, 148, 297, 171, 206, 225, 178, 272, 260, 293
154, 64, 392, 356, 195, 148, 296, 169, 207, 222, 179, 269, 261, 288
155, 66, 392, 352, 196, 146, 297, 167, 207, 219, 179, 265, 261, 285
155, 65, 392, 352, 196, 146, 297, 167, 207, 219, 179, 265, 261, 285
155, 66, 392, 352, 196, 145, 297, 164, 208, 216, 181, 264, 263, 282
155, 68, 393, 350, 197, 144, 299, 162, 210, 213, 182, 262, 266, 279
156, 67, 393, 351, 197, 144, 299, 159, 212, 211, 184, 263, 270, 278
156, 71, 395, 351, 198, 143, 300, 158, 213, 209, 185, 263, 269, 277
156, 70, 395, 350, 199, 142, 300, 157, 213, 209, 186, 262, 269, 276
156, 71, 395, 350, 199, 142, 300, 157, 213, 209, 185, 262, 269, 276
155, 68, 395, 350, 198, 141, 299, 157, 211, 207, 183, 261, 267, 276
153, 70, 393, 350, 196, 140, 297, 157, 208, 207, 180, 260, 263, 276
