195,180,401,416,310,277,362,294,342,349,271,360,306,375
190,182,395,411,306,276,357,296,338,346,266,357,301,374
189,181,391,410,302,275,352,295,333,346,261,354,297,373
186,181,390,411,301,274,350,294,330,347,258,354,294,372
183,182,389,410,296,275,349,295,326,349,253,353,290,372
181,181,383,408,291,274,343,294,318,348,247,350,282,369
178,182,381,408,290,274,340,293,317,347,245,350,279,368
173,180,379,407,284,273,338,293,311,347,239,347,276,366
168,182,370,406,280,269,331,293,308,346,231,342,273,364
165,182,367,405,278,268,328,294,306,346,230,342,271,365
160,183,363,401,272,267,323,292,300,346,224,338,266,362
156,183,361,400,265,264,319,291,293,342,219,335,266,360
155,183,359,400,263,264,317,293,290,342,217,334,263,360
150,181,358,398,258,264,314,292,286,341,214,334,261,359
148,181,351,398,254,264,310,292,280,340,210,334,256,359
146,180,350,398,250,264,310,293,277,339,207,333,254,359
141,178,346,398,247,263,304,294,274,341,202,332,251,360
137,181,341,398,242,262,299,295,269,342,196,330,246,360
135,181,338,397,240,262,297,294,266,342,194,330,245,359
131,180,334,396,234,262,294,296,260,341,191,331,239,360
127,182,330,397,230,264,291,295,256,341,187,332,237,360
125,181,329,397,226,265,290,295,253,342,185,332,235,360
121,180,326,398,222,264,286,296,249,342,181,333,232,361
115,182,324,399,220,263,282,299,247,343,175,330,231,362
115,182,322,399,218,263,280,299,246,344,174,330,230,362
112,182,321,401,215,266,278,300,242,346,171,333,227,363
111,183,321,402,213,267,278,300,240,347,170,336,227,364
112,183,321,402,212,268,278,300,239,347,170,336,228,364
111,186,320,402,214,271,279,300,242,349,171,338,228,364
113,186,320,404,214,273,280,302,242,350,172,340,228,366
114,186,321,405,214,274,280,304,242,351,173,342,228,367
115,188,321,406,215,276,280,305,242,351,174,342,228,367
117,188,321,407,216,277,281,307,242,352,174,343,229,369
117,190,321,407,218,278,281,308,244,353,174,344,228,370
121,190,322,407,217,279,285,308,244,352,180,346,231,371
121,192,323,409,218,281,286,310,246,353,181,346,233,372
121,194,323,410,219,282,286,311,246,354,180,346,234,371
123,197,323,411,219,284,286,313,246,357,181,348,236,373
123,197,323,413,220,287,286,315,247,358,182,350,237,375
125,201,323,414,222,288,286,316,248,359,183,351,238,374
127,201,323,414,224,290,287,317,250,361,185,353,239,375
128,200,323,415,226,291,288,317,252,362,186,354,240,376
128,200,324,415,226,292,289,318,253,362,186,354,241,376
130,200,325,415,227,292,290,318,254,362,187,354,242,376
131,201,326,415,229,292,290,317,256,362,189,354,243,375
132,201,326,415,229,291,291,316,257,362,190,354,245,374
133,195,328,414,231,290,294,315,260,362,191,352,247,373
136,190,330,413,235,286,296,312,264,358,194,348,250,370
137,190,332,412,237,284,298,309,267,357,197,346,253,368
139,183,336,410,241,278,302,302,271,350,201,343,254,366
138,175,341,407,242,268,308,292,278,341,204,338,263,360
139,169,342,406,241,261,307,286,278,334,204,332,268,356
140,158,341,400,242,249,307,277,279,322,204,324,268,349
141,142,340,391,237,235,307,262,276,308,205,315,273,339
140,136,340,389,234,231,306,257,276,302,205,312,274,334
139,127,335,382,230,222,305,246,273,291,205,308,274,328
135,120,332,378,225,215,302,238,270,283,203,302,277,320
135,119,331,375,222,213,302,234,269,279,203,299,278,318
134,117,330,374,219,209,300,226,268,273,202,297,279,312
132,115,330,374,216,206,299,222,268,268,202,294,282,307
132,114,330,374,215,206,298,220,266,266,201,294,282,305
133,112,330,373,214,206,299,217,268,264,202,293,285,302
134,113,330,373,214,206,299,216,268,262,204,294,286,302
134,114,331,373,214,206,300,215,269,262,205,294,287,301
136,114,332,374,214,206,300,214,269,262,206,295,289,302
138,114,334,376,214,206,302,214,270,262,207,295,293,302
140,115,334,377,215,207,303,214,271,263,208,297,294,302
144,117,337,377,217,210,304,215,272,264,212,299,296,302
147,119,340,379,220,211,306,216,275,266,215,301,299,303
149,118,342,380,221,212,308,217,276,268,216,302,301,305
150,118,344,382,223,214,310,218,278,270,218,303,303,306
150,119,346,383,224,216,310,218,279,273,219,305,304,306
150,119,346,384,224,217,311,219,280,273,219,305,306,306
150,121,347,385,225,218,312,219,281,275,220,306,306,306
150,120,349,386,225,219,312,220,281,278,220,306,306,306
150,120,349,386,224,219,312,220,280,278,220,307,306,306
151,120,349,386,223,219,312,219,279,278,220,307,307,306
150,119,350,386,222,218,311,218,278,278,220,307,307,306
150,119,350,385,222,218,311,218,278,277,220,306,307,306
151,118,350,384,222,218,311,217,278,275,220,306,308,304
151,118,350,382,221,218,310,216,278,274,219,304,309,302
151,118,350,382,221,217,310,216,277,274,219,303,309,302
151,117,350,379,220,215,310,214,276,273,219,302,309,299
151,114,350,378,219,213,310,212,275,270,218,300,309,298
151,113,350,376,219,212,310,210,275,269,218,298,310,297
150,111,350,374,218,210,310,210,274,266,217,297,310,295
150,110,350,373,218,207,310,206,274,266,215,294,310,294
150,110,350,372,218,206,310,206,274,265,215,294,310,293
150,107,350,370,218,203,311,204,274,262,215,293,309,293
151,106,350,368,218,201,312,202,274,261,214,290,307,290
151,106,351,367,218,200,312,202,274,261,214,288,307,290
151,104,350,366,218,197,310,201,272,258,213,286,305,289
151,102,351,363,218,194,310,199,270,256,211,282,304,286
152,101,350,362,218,194,310,199,270,254,210,282,303,286
150,97,351,362,217,191,310,198,269,253,209,281,302,286
149,96,350,362,217,190,310,198,267,251,207,279,302,286
148,98,350,361,216,190,310,198,267,251,206,279,301,286
147,100,349,362,215,190,309,200,266,251,206,279,299,287
147,100,349,362,215,190,309,201,265,253,204,280,298,288
147,99,349,362,215,191,309,202,265,253,204,280,298,289
148,102,349,362,216,193,310,205,265,256,203,280,298,290
149,103,350,364,218,194,311,206,266,258,204,281,298,293
149,102,351,365,219,194,312,208,268,259,204,282,299,294
151,104,354,366,223,195,315,210,270,263,206,282,300,296
154,105,358,367,226,195,318,213,273,263,209,283,302,299
154,105,359,368,227,195,320,214,274,266,210,284,304,300
159,106,362,370,232,198,324,217,277,269,212,286,306,303
161,106,365,372,235,199,326,220,280,270,214,288,306,306
162,104,366,373,238,199,328,222,282,271,215,289,307,309
162,104,368,374,241,200,330,225,285,274,216,288,307,310
164,105,370,375,243,201,331,228,286,275,217,288,307,313
165,105,370,375,244,202,332,230,287,276,216,288,308,314
166,106,372,376,246,201,334,231,289,277,217,288,307,315
166,106,374,377,248,202,334,234,290,278,216,286,306,316
166,105,374,377,249,202,335,234,290,278,215,286,306,316
165,105,375,378,250,200,335,234,290,278,215,285,305,316
164,106,375,377,250,199,335,235,290,278,214,284,303,316
164,106,375,376,250,198,334,235,289,277,214,283,302,316
162,106,374,375,250,198,333,235,288,276,212,282,301,315
161,103,373,374,248,197,331,234,285,276,210,280,298,314
160,102,372,373,246,197,330,234,282,275,209,280,297,314
158,102,370,371,243,196,327,234,278,274,206,279,294,313
155,102,369,370,241,196,325,234,274,276,204,280,290,314
154,102,368,372,241,197,324,235,274,276,202,279,289,314
152,106,366,372,238,198,322,238,270,278,201,281,286,315
